id,Anatomy,Cause,Complication,Diagnosis,Information,Management,Manifestation,OtherEffect,PersonOrg	,Prognosis,Susceptibility,Other,NotDisease
30,0.01422536,0.031563688,0.017556952,0.05272793,0.15257153,0.7609978,0.042794097,0.08623186,0.10604881,0.06790012,0.043284073,0.022981731,0.022183655
31,0.015069492,0.032269236,0.016743714,0.052567963,0.32018125,0.77045095,0.030063761,0.056988787,0.14012113,0.05077831,0.037957802,0.02268972,0.020718254
32,0.01422536,0.031563688,0.017556952,0.05272793,0.15257153,0.7609978,0.042794097,0.08623186,0.10604881,0.06790012,0.043284073,0.022981731,0.022183655
33,0.015069492,0.032269236,0.016743714,0.052567963,0.32018125,0.77045095,0.030063761,0.056988787,0.14012113,0.05077831,0.037957802,0.02268972,0.020718254
34,0.01422536,0.031563688,0.017556952,0.05272793,0.15257153,0.7609978,0.042794097,0.08623186,0.10604881,0.06790012,0.043284073,0.022981731,0.022183655
35,0.015069492,0.032269236,0.016743714,0.052567963,0.32018125,0.77045095,0.030063761,0.056988787,0.14012113,0.05077831,0.037957802,0.02268972,0.020718254
36,0.012456379,0.032191012,0.01836442,0.047365915,0.46282098,0.6742768,0.033176374,0.061344612,0.19223256,0.054304574,0.032458514,0.021150801,0.019090755
37,0.012456379,0.032191012,0.01836442,0.047365915,0.46282098,0.6742768,0.033176374,0.061344612,0.19223256,0.054304574,0.032458514,0.021150801,0.019090755
38,0.012456379,0.032191012,0.01836442,0.047365915,0.46282098,0.6742768,0.033176374,0.061344612,0.19223256,0.054304574,0.032458514,0.021150801,0.019090755
39,0.015232125,0.03484288,0.01740985,0.050173443,0.34393215,0.7437185,0.027578468,0.056041457,0.15464675,0.04701901,0.03341753,0.022335665,0.020547505
40,0.015232125,0.03484288,0.01740985,0.050173443,0.34393215,0.7437185,0.027578468,0.056041457,0.15464675,0.04701901,0.03341753,0.022335665,0.020547505
41,0.015232125,0.03484288,0.01740985,0.050173443,0.34393215,0.7437185,0.027578468,0.056041457,0.15464675,0.04701901,0.03341753,0.022335665,0.020547505
42,0.015232125,0.03484288,0.01740985,0.050173443,0.34393215,0.7437185,0.027578468,0.056041457,0.15464675,0.04701901,0.03341753,0.022335665,0.020547505
43,0.015232125,0.03484288,0.01740985,0.050173443,0.34393215,0.7437185,0.027578468,0.056041457,0.15464675,0.04701901,0.03341753,0.022335665,0.020547505
44,0.015232125,0.03484288,0.01740985,0.050173443,0.34393215,0.7437185,0.027578468,0.056041457,0.15464675,0.04701901,0.03341753,0.022335665,0.020547505
45,0.012456379,0.032191012,0.01836442,0.047365915,0.46282098,0.6742768,0.033176374,0.061344612,0.19223256,0.054304574,0.032458514,0.021150801,0.019090755
46,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
47,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
48,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
49,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
50,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
51,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
52,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
53,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
54,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
55,0.013238335,0.033058714,0.016255822,0.05150258,0.16073573,0.8449815,0.030470172,0.066710055,0.09845586,0.11142849,0.04924417,0.021896806,0.01758082
56,0.017107762,0.045081336,0.03114783,0.050163966,0.83890444,0.041884027,0.052356083,0.053638164,0.22467506,0.074165076,0.08391733,0.036355026,0.025152406
57,0.017107762,0.045081336,0.03114783,0.050163966,0.83890444,0.041884027,0.052356083,0.053638164,0.22467506,0.074165076,0.08391733,0.036355026,0.025152406
58,0.012612406,0.03785666,0.032357108,0.089034535,0.399738,0.3640774,0.056278653,0.064912416,0.38694277,0.07908931,0.053594634,0.028456619,0.020622443
59,0.012612406,0.03785666,0.032357108,0.089034535,0.399738,0.3640774,0.056278653,0.064912416,0.38694277,0.07908931,0.053594634,0.028456619,0.020622443
60,0.012612406,0.03785666,0.032357108,0.089034535,0.399738,0.3640774,0.056278653,0.064912416,0.38694277,0.07908931,0.053594634,0.028456619,0.020622443
61,0.012612406,0.03785666,0.032357108,0.089034535,0.399738,0.3640774,0.056278653,0.064912416,0.38694277,0.07908931,0.053594634,0.028456619,0.020622443
62,0.012612406,0.03785666,0.032357108,0.089034535,0.399738,0.3640774,0.056278653,0.064912416,0.38694277,0.07908931,0.053594634,0.028456619,0.020622443
63,0.012612406,0.03785666,0.032357108,0.089034535,0.399738,0.3640774,0.056278653,0.064912416,0.38694277,0.07908931,0.053594634,0.028456619,0.020622443
64,0.01719167,0.07978783,0.032340705,0.055804797,0.18897268,0.19425635,0.12705997,0.14659953,0.048668172,0.8054876,0.08499715,0.049822256,0.02050266
65,0.01719167,0.07978783,0.032340705,0.055804797,0.18897268,0.19425635,0.12705997,0.14659953,0.048668172,0.8054876,0.08499715,0.049822256,0.02050266
66,0.01719167,0.07978783,0.032340705,0.055804797,0.18897268,0.19425635,0.12705997,0.14659953,0.048668172,0.8054876,0.08499715,0.049822256,0.02050266
67,0.028459175,0.05769506,0.03181033,0.5751635,0.09787952,0.39921603,0.12029032,0.0895184,0.13820748,0.06882175,0.14880459,0.054239504,0.028517762
68,0.028459175,0.05769506,0.03181033,0.5751635,0.09787952,0.39921603,0.12029032,0.0895184,0.13820748,0.06882175,0.14880459,0.054239504,0.028517762
69,0.028459175,0.05769506,0.03181033,0.5751635,0.09787952,0.39921603,0.12029032,0.0895184,0.13820748,0.06882175,0.14880459,0.054239504,0.028517762
70,0.017035143,0.049856797,0.033410028,0.07279023,0.64536965,0.6315805,0.076729126,0.07915322,0.368302,0.06307812,0.027662259,0.029779635,0.026741078
71,0.012456379,0.032191012,0.01836442,0.047365915,0.46282098,0.6742768,0.033176374,0.061344612,0.19223256,0.054304574,0.032458514,0.021150801,0.019090755
72,0.01636402,0.036165938,0.016809003,0.059895158,0.11026093,0.87536246,0.0382658,0.09040339,0.06694759,0.094978146,0.07387676,0.023645965,0.021179892
73,0.016724022,0.039547607,0.018816903,0.04594012,0.5457916,0.79123914,0.041208867,0.045877367,0.13117723,0.058678683,0.03467734,0.026564471,0.0208155
74,0.012329195,0.03218844,0.0132902535,0.04423355,0.1454032,0.81156206,0.031195052,0.069950625,0.07369693,0.0800324,0.046716698,0.019328326,0.015000883
75,0.02700927,0.20177354,0.04221569,0.06228801,0.25829592,0.16078675,0.15453345,0.2723591,0.049156822,0.22666189,0.22016776,0.04777508,0.03328303
76,0.011747689,0.03500453,0.019397056,0.12287247,0.11988677,0.10266214,0.055084236,0.107070416,0.06705693,0.102752134,0.09810126,0.02704296,0.011303064
77,0.01733317,0.04621635,0.016219541,0.29939574,0.05024662,0.68533856,0.07301726,0.12839021,0.061831824,0.09633014,0.18225758,0.031979058,0.017121967
78,0.018302687,0.050642844,0.052312143,0.060277928,0.8540594,0.19086243,0.063448526,0.067991905,0.5481293,0.06774186,0.051046483,0.04368083,0.040920965
79,0.01331155,0.03494836,0.012944498,0.04363567,0.14876617,0.85549545,0.031145385,0.066449896,0.060489178,0.09601291,0.049834624,0.018725032,0.013938917
80,0.02188462,0.04450331,0.019057179,0.08016111,0.16645828,0.9313683,0.047969315,0.07940894,0.09579016,0.071683645,0.048634503,0.026895171,0.024755513
81,0.016692474,0.035375107,0.033849828,0.0434782,0.63531077,0.7938315,0.043412626,0.05321508,0.26217425,0.097362526,0.029582568,0.031874023,0.024408467
82,0.015870105,0.060068656,0.020108977,0.052813232,0.15315789,0.7725468,0.07711423,0.12916933,0.06070955,0.55589366,0.053333625,0.03382057,0.017415881
83,0.010417168,0.034787204,0.022035623,0.053737815,0.13169955,0.16204028,0.028322512,0.11986461,0.08244074,0.33679125,0.13394609,0.0283346,0.015326923
84,0.020256702,0.04611896,0.018492062,0.06536098,0.27650672,0.90962136,0.04324057,0.06241069,0.11504856,0.04823236,0.04087067,0.025861599,0.025517663
85,0.042960305,0.10810169,0.054962795,0.61881924,0.18327376,0.09320837,0.29016262,0.16095553,0.21120174,0.045088094,0.12964214,0.07343148,0.037910484
86,0.013741907,0.030211639,0.014760574,0.03366393,0.3120569,0.8407869,0.03100275,0.044978876,0.09391774,0.0725843,0.032559678,0.020490231,0.015801765
87,0.0120523255,0.038226694,0.021694262,0.048884507,0.07072357,0.3047147,0.05738439,0.13638325,0.045209587,0.5289594,0.103068195,0.028272478,0.0131145995
88,0.018695768,0.046239268,0.025175635,0.04030707,0.88743395,0.059094746,0.03183685,0.04583068,0.14572503,0.045010492,0.06390935,0.028402004,0.021760764
89,0.01627165,0.044062607,0.03083062,0.092030436,0.36402076,0.73467416,0.058000945,0.08526836,0.43346414,0.06609165,0.052351575,0.028428761,0.030998863
90,0.012191876,0.02709401,0.024379868,0.07587886,0.25914845,0.4966356,0.048263434,0.08395388,0.15303074,0.25569537,0.05178924,0.024661668,0.017348135
91,0.022742242,0.0970645,0.042506885,0.06403375,0.3480993,0.039619938,0.08007183,0.17055255,0.05539363,0.6483761,0.25151634,0.05345072,0.02681653
92,0.017122762,0.036141213,0.017971074,0.09578676,0.059192035,0.8206929,0.04916448,0.119983785,0.06907375,0.10281553,0.10455003,0.023572039,0.0197148
93,0.016448192,0.041319042,0.014916484,0.04167078,0.12203585,0.8832871,0.054457907,0.062517196,0.04144633,0.23113297,0.054862816,0.025833394,0.015121396
94,0.021035986,0.05386161,0.02452813,0.04000499,0.8945461,0.05728586,0.03241174,0.044786718,0.10685901,0.04538542,0.0715566,0.030313093,0.022188807
95,0.021035986,0.05386161,0.02452813,0.04000499,0.8945461,0.05728586,0.03241174,0.044786718,0.10685901,0.04538542,0.0715566,0.030313093,0.022188807
96,0.013664712,0.044016194,0.023791455,0.037425,0.802399,0.036147993,0.03128088,0.05558233,0.109923996,0.07113499,0.08943868,0.024788037,0.017103368
97,0.034405813,0.18484849,0.025856433,0.10468555,0.123881176,0.935563,0.12399928,0.12735124,0.063878454,0.10970235,0.07431219,0.03328049,0.026787138
98,0.01807332,0.038948935,0.017350031,0.074259296,0.1381705,0.90001434,0.044820074,0.08103757,0.10135713,0.08479975,0.051577393,0.026406327,0.021292612
99,0.01807332,0.038948935,0.017350031,0.074259296,0.1381705,0.90001434,0.044820074,0.08103757,0.10135713,0.08479975,0.051577393,0.026406327,0.021292612
100,0.014555374,0.042302225,0.015620133,0.06638733,0.18988658,0.84862936,0.031005874,0.07390218,0.092458405,0.07611832,0.049654294,0.021396346,0.016812094
101,0.03388519,0.071872495,0.028594702,0.14626807,0.052903477,0.9251353,0.09866602,0.16891247,0.06268775,0.13064209,0.12088192,0.03733183,0.03410224
102,0.014609957,0.04113896,0.012387091,0.04108314,0.20261888,0.8215188,0.032605473,0.046156544,0.05405883,0.065066606,0.0468574,0.02193215,0.015378224
103,0.015450507,0.037337627,0.014564522,0.029031066,0.44245076,0.8556492,0.034964718,0.042322516,0.08294624,0.08298035,0.030661264,0.0206338,0.015761666
104,0.015450507,0.037337627,0.014564522,0.029031066,0.44245076,0.8556492,0.034964718,0.042322516,0.08294624,0.08298035,0.030661264,0.0206338,0.015761666
105,0.017193042,0.06685037,0.02365524,0.06422321,0.09699821,0.43823516,0.11413982,0.23702812,0.039296117,0.24046776,0.14587764,0.04013269,0.02169209
106,0.017193042,0.06685037,0.02365524,0.06422321,0.09699821,0.43823516,0.11413982,0.23702812,0.039296117,0.24046776,0.14587764,0.04013269,0.02169209
107,0.022025593,0.111479506,0.0292447,0.05850793,0.07666878,0.20537019,0.12571442,0.32134524,0.037961587,0.3175055,0.16078544,0.043195218,0.023442492
108,0.011693334,0.038161635,0.014821256,0.04219011,0.23593955,0.353193,0.03886513,0.053569317,0.05681555,0.06837533,0.04928602,0.020058503,0.012704716
109,0.017610187,0.037675526,0.01712553,0.056886308,0.16450067,0.8975861,0.03436284,0.060699563,0.07996717,0.065571845,0.04912197,0.025672643,0.019638399
110,0.017610187,0.037675526,0.01712553,0.056886308,0.16450067,0.8975861,0.03436284,0.060699563,0.07996717,0.065571845,0.04912197,0.025672643,0.019638399
111,0.022853667,0.12902126,0.034923464,0.13899095,0.06469709,0.21548824,0.13276914,0.2507928,0.054484766,0.11457701,0.13626724,0.03527036,0.022474054
112,0.016379215,0.039708383,0.01803531,0.07014463,0.070760384,0.90528566,0.04548456,0.08773604,0.049377564,0.19563396,0.10271479,0.025807511,0.018716907
113,0.015139926,0.03256368,0.021577962,0.03365022,0.76137304,0.44736794,0.03146876,0.042035628,0.18551409,0.050405245,0.026698146,0.02465439,0.018613026
114,0.014368034,0.031620145,0.01899219,0.061086547,0.07595459,0.1904491,0.05007777,0.11199269,0.046858054,0.35537162,0.109250255,0.025025228,0.01123471
115,0.011012392,0.04003026,0.013235004,0.043042596,0.2079587,0.6542694,0.03245786,0.056980424,0.054345,0.07357746,0.04778367,0.019730248,0.013221366
116,0.018500792,0.044610564,0.016703632,0.08069885,0.08499667,0.8848442,0.044500794,0.09348538,0.051955942,0.06555478,0.0781658,0.023577835,0.021039184
117,0.019811518,0.0421994,0.02529379,0.07796672,0.04550565,0.8887499,0.0593194,0.16155303,0.04902246,0.25822213,0.19390754,0.029591262,0.022705924
118,0.028628973,0.06794803,0.029176144,0.14634098,0.16069883,0.96069807,0.096506685,0.10870399,0.088458724,0.118878335,0.090863705,0.038691353,0.03816181
119,0.01422536,0.031563688,0.017556952,0.05272793,0.15257153,0.7609978,0.042794097,0.08623186,0.10604881,0.06790012,0.043284073,0.022981731,0.022183655
120,0.016335705,0.04053967,0.031758208,0.06377871,0.7599408,0.4221721,0.042258598,0.06348573,0.38642022,0.057135634,0.044964395,0.0298584,0.02941861
121,0.015232125,0.03484288,0.01740985,0.050173443,0.34393215,0.7437185,0.027578468,0.056041457,0.15464675,0.04701901,0.03341753,0.022335665,0.020547505
122,0.016987827,0.04760563,0.02101752,0.054898087,0.043665905,0.86748236,0.05983919,0.10993123,0.035240408,0.30271235,0.13738765,0.026173614,0.018564718
123,0.01602323,0.038616836,0.014052643,0.045801274,0.11966789,0.91424996,0.04410584,0.06422168,0.04917009,0.15802878,0.054295085,0.02313745,0.015196811
124,0.015236461,0.037306476,0.013668073,0.04340343,0.16814275,0.8939346,0.034560703,0.061373092,0.06648136,0.12722857,0.041169636,0.022072082,0.01585201
125,0.014709003,0.040297493,0.013339982,0.07445079,0.12104764,0.8450099,0.035957415,0.07862552,0.061114803,0.058363643,0.059918918,0.020207418,0.016347272
126,0.009176353,0.031790793,0.015514029,0.05903067,0.073394954,0.20999943,0.03900168,0.08830919,0.040493198,0.35939822,0.10465208,0.026714087,0.009333955
127,0.019113606,0.045103535,0.017722871,0.075446725,0.13289936,0.9333239,0.047913186,0.098926455,0.08218393,0.08514685,0.06980865,0.024628717,0.022818128
128,0.013890109,0.03127625,0.014214458,0.041437805,0.32733262,0.7875607,0.026412973,0.04930373,0.10617015,0.051425025,0.032460105,0.01982828,0.015430825
129,0.03508934,0.0716533,0.038927164,0.48962152,0.16425894,0.69701904,0.09184524,0.106306195,0.20858501,0.036869068,0.11493503,0.052361332,0.04055478
130,0.03508934,0.0716533,0.038927164,0.48962152,0.16425894,0.69701904,0.09184524,0.106306195,0.20858501,0.036869068,0.11493503,0.052361332,0.04055478
131,0.021350391,0.052659914,0.041416295,0.20102224,0.4935358,0.10885132,0.07302015,0.06735613,0.45447692,0.039654672,0.07781553,0.033168063,0.024979217
132,0.014457293,0.033810757,0.025343228,0.07201342,0.3292105,0.66505873,0.035980012,0.06956923,0.28321615,0.06556303,0.06545,0.023723418,0.02533015
133,0.009580212,0.028014861,0.016252147,0.056364156,0.12595738,0.1464644,0.019672262,0.07519129,0.060651485,0.14590855,0.13574778,0.021757739,0.010786918
134,0.009165668,0.029377608,0.020325359,0.06928288,0.18296103,0.14695087,0.03889638,0.08455254,0.16142276,0.20960556,0.07670867,0.022468163,0.0131993
135,0.017430712,0.04452245,0.0145012485,0.049022727,0.17199674,0.89125824,0.038293388,0.051103488,0.05517211,0.060511686,0.049594373,0.022256676,0.018364923
136,0.009328657,0.035390045,0.012001237,0.04831858,0.29483482,0.13642617,0.03706724,0.052378844,0.062015496,0.082535334,0.051516894,0.017281849,0.008921593
137,0.014032697,0.03346113,0.013753344,0.04575947,0.16946667,0.8476947,0.029641801,0.058346715,0.07852776,0.072091326,0.045767244,0.019729102,0.014473417
138,0.013263648,0.0359601,0.015987985,0.08880343,0.11455081,0.598909,0.023517637,0.06989245,0.06368555,0.050652754,0.124144346,0.020689657,0.012783104
139,0.014136582,0.037098292,0.013934421,0.06016588,0.1464803,0.85104626,0.029880818,0.056208488,0.06097827,0.070361964,0.05297371,0.020939974,0.015046847
140,0.06429275,0.6447227,0.07082492,0.099080876,0.21159601,0.16277885,0.23535353,0.22504987,0.07913061,0.09001254,0.14949562,0.0715812,0.059314206
141,0.06429275,0.6447227,0.07082492,0.099080876,0.21159601,0.16277885,0.23535353,0.22504987,0.07913061,0.09001254,0.14949562,0.0715812,0.059314206
142,0.021338027,0.053499915,0.02609648,0.52171075,0.109140776,0.11497784,0.11153067,0.09550135,0.088313915,0.06469507,0.1660904,0.04184133,0.018207205
143,0.016050708,0.05944698,0.029092843,0.06609265,0.122474015,0.073603384,0.043148056,0.09701806,0.038957722,0.49681282,0.2229405,0.03845969,0.01593333
144,0.015901018,0.030934175,0.016107235,0.057592865,0.13114329,0.9122887,0.045667734,0.07726722,0.066318974,0.11345021,0.06933361,0.023754101,0.018183848
145,0.015736379,0.030765785,0.015926981,0.057055797,0.13218771,0.91077495,0.045355543,0.07589237,0.06619897,0.11360434,0.06871139,0.023575464,0.017929196
146,0.028459175,0.05769506,0.03181033,0.5751635,0.09787952,0.39921603,0.12029032,0.0895184,0.13820748,0.06882175,0.14880459,0.054239504,0.028517762
147,0.015090158,0.034517284,0.013313322,0.056485157,0.11632083,0.86081916,0.032722574,0.054347865,0.052310165,0.08131162,0.053293146,0.02235352,0.014729402
148,0.009411474,0.027215583,0.01940959,0.03774775,0.4952175,0.16440672,0.024958825,0.04761269,0.18970346,0.074573755,0.044266142,0.021459768,0.013339945
149,0.04375825,0.40649948,0.056177877,0.09615856,0.112465836,0.067861505,0.11559482,0.2105578,0.039958894,0.058054052,0.42407563,0.04353255,0.042684957
150,0.04375825,0.40649948,0.056177877,0.09615856,0.112465836,0.067861505,0.11559482,0.2105578,0.039958894,0.058054052,0.42407563,0.04353255,0.042684957
151,0.014568326,0.03276624,0.016077796,0.055878833,0.13908233,0.86387235,0.037356764,0.089932844,0.08703499,0.09271525,0.055903018,0.023154415,0.018137308
152,0.012194236,0.027890135,0.013216236,0.037253458,0.19039893,0.74382126,0.029130219,0.067736655,0.072753415,0.1048682,0.04233096,0.020169867,0.014578455
153,0.011045591,0.029762127,0.015602312,0.0458349,0.34140003,0.43093756,0.025557803,0.044094596,0.10527642,0.060849946,0.0415418,0.01832402,0.014222881
154,0.013242123,0.026082708,0.016142216,0.03880889,0.34838983,0.70609003,0.02850787,0.063297495,0.12656796,0.080823414,0.037744474,0.021153737,0.02052219
155,0.013568964,0.029939407,0.017193241,0.052281503,0.24424806,0.8265048,0.030989567,0.054885384,0.11244491,0.14095286,0.0551789,0.021062974,0.01625454
156,0.015364713,0.038495682,0.013576676,0.048763964,0.14779945,0.90255755,0.036581576,0.06425627,0.059128877,0.08911851,0.05075878,0.02090686,0.016361102
157,0.016358027,0.035340715,0.015993245,0.08690771,0.08286208,0.8472323,0.035672564,0.07462325,0.052332852,0.06675018,0.08118805,0.023714121,0.016815498
158,0.01814422,0.042549003,0.015333277,0.067688964,0.12943582,0.875025,0.035784826,0.07465856,0.06812702,0.055360474,0.054228485,0.02560487,0.021098077
159,0.019366862,0.041691422,0.019895822,0.038101673,0.5905788,0.88947767,0.04228153,0.046954736,0.12341502,0.0695751,0.026257446,0.027808163,0.02620441
160,0.013687262,0.026697725,0.014196202,0.073980756,0.14479648,0.69185835,0.02777996,0.060538325,0.09104153,0.051505886,0.06115154,0.021348167,0.015841085
161,0.015228457,0.03397247,0.014461845,0.03980073,0.1879299,0.9040817,0.037391264,0.06739786,0.07854777,0.15939035,0.05365627,0.021919202,0.016626865
162,0.015228457,0.03397247,0.014461845,0.03980073,0.1879299,0.9040817,0.037391264,0.06739786,0.07854777,0.15939035,0.05365627,0.021919202,0.016626865
163,0.020166645,0.0633536,0.022724694,0.045342796,0.85409904,0.05359948,0.03612191,0.051886432,0.07571957,0.06560738,0.08090545,0.034775224,0.021210708
164,0.014894437,0.032355618,0.017186701,0.04466796,0.12112332,0.8817006,0.039422706,0.08441137,0.066700585,0.21562548,0.05807595,0.026376711,0.018339794
165,0.024060689,0.048702657,0.02212914,0.07822767,0.25184512,0.92047065,0.056215648,0.057004284,0.10057047,0.06292388,0.04327758,0.03199376,0.029721107
166,0.024684908,0.088262066,0.03026375,0.41310754,0.18914473,0.4419254,0.10186256,0.11719437,0.19673659,0.029879602,0.10353602,0.038558483,0.026152674
167,0.014027652,0.035706475,0.026956856,0.07263261,0.3794421,0.2695324,0.037588794,0.07011838,0.36083305,0.10254571,0.07746871,0.030159835,0.023306558
168,0.019026637,0.049413048,0.019543767,0.12755784,0.070629686,0.8804953,0.062049206,0.15157466,0.06535837,0.11194957,0.14163625,0.02644093,0.023067284
169,0.015005413,0.08173081,0.02422468,0.05258355,0.11793862,0.09228707,0.09559635,0.2328541,0.032885727,0.32504094,0.12869228,0.04025545,0.017110623
170,0.021774843,0.07480318,0.027585408,0.04696054,0.8873158,0.04403078,0.04346967,0.05006261,0.13182014,0.049633946,0.08938864,0.038233344,0.025567528
171,0.014250551,0.027537094,0.016374001,0.10423349,0.056177117,0.54870534,0.059886202,0.11010052,0.043490693,0.12612909,0.11220066,0.026384674,0.014819093
172,0.011012558,0.03233073,0.018822217,0.057426862,0.15320945,0.047621455,0.03942704,0.07219645,0.059502963,0.14166315,0.14995745,0.020419348,0.009617071
